y, x, f(x)
1.05866,0.0114,5.29328
1.05919,0.0115,5.29593
1.05971,0.0116,5.29857
1.06024,0.0117,5.30122
1.06078,0.0118,5.30387
1.06131,0.0119,5.30653
1.06184,0.012,5.30918
1.06237,0.0121,5.31184
1.0629,0.0122,5.31449
1.06343,0.0123,5.31715
1.06396,0.0124,5.31981
1.06449,0.0125,5.32247
1.06503,0.0126,5.32513
1.06556,0.0127,5.3278
1.06609,0.0128,5.33046
1.06663,0.0129,5.33313
1.06716,0.013,5.33579
1.06769,0.0131,5.33846
1.06823,0.0132,5.34113
1.06876,0.0133,5.3438
1.0693,0.0134,5.34648
1.06983,0.0135,5.34915
1.07037,0.0136,5.35183
1.0709,0.0137,5.3545
1.07144,0.0138,5.35718
1.07197,0.0139,5.35986
1.07251,0.014,5.36254
1.07304,0.0141,5.36522
1.07358,0.0142,5.36791
1.07412,0.0143,5.37059
1.07466,0.0144,5.37328
1.07519,0.0145,5.37596
1.07573,0.0146,5.37865
1.07627,0.0147,5.38134
1.07681,0.0148,5.38403
1.07735,0.0149,5.38673
1.07788,0.015,5.38942
1.07842,0.0151,5.39212
1.07896,0.0152,5.39481
1.0795,0.0153,5.39751
1.08004,0.0154,5.40021
1.08058,0.0155,5.40291
1.08112,0.0156,5.40561
1.08166,0.0157,5.40832
1.0822,0.0158,5.41102
1.08275,0.0159,5.41373
1.08329,0.016,5.41643
1.08383,0.0161,5.41914
1.08437,0.0162,5.42185
1.08491,0.0163,5.42457
1.08546,0.0164,5.42728
1.086,0.0165,5.42999
1.08654,0.0166,5.43271
1.08709,0.0167,5.43542
1.08763,0.0168,5.43814
1.08817,0.0169,5.44086
1.08872,0.017,5.44358
1.08926,0.0171,5.44631
1.08981,0.0172,5.44903
1.09035,0.0173,5.45176
1.0909,0.0174,5.45448
1.09144,0.0175,5.45721
1.09199,0.0176,5.45994
1.09253,0.0177,5.46267
1.09308,0.0178,5.4654
1.09363,0.0179,5.46814
1.09417,0.018,5.47087
1.09472,0.0181,5.47361
1.09527,0.0182,5.47634
1.09582,0.0183,5.47908
1.09636,0.0184,5.48182
1.09691,0.0185,5.48456
1.09746,0.0186,5.48731
1.09801,0.0187,5.49005
1.09856,0.0188,5.4928
1.09911,0.0189,5.49555
1.09966,0.019,5.49829
1.10021,0.0191,5.50104
1.10076,0.0192,5.50379
1.10131,0.0193,5.50655
1.10186,0.0194,5.5093
1.10241,0.0195,5.51206
1.10296,0.0196,5.51481
1.10351,0.0197,5.51757
1.10407,0.0198,5.52033
1.10462,0.0199,5.52309
1.10517,0.02,5.52585
1.10572,0.0201,5.52862
1.10628,0.0202,5.53138
1.10683,0.0203,5.53415
1.10738,0.0204,5.53692
1.10794,0.0205,5.53969
1.10849,0.0206,5.54246
1.10905,0.0207,5.54523
1.1096,0.0208,5.548
1.11016,0.0209,5.55078
1.11071,0.021,5.55355
1.11127,0.0211,5.55633
1.11182,0.0212,5.55911
1.11238,0.0213,5.56189
1.11293,0.0214,5.56467
1.11349,0.0215,5.56745
1.11405,0.0216,5.57024
1.1146,0.0217,5.57302
1.11516,0.0218,5.57581
1.11572,0.0219,5.5786
1.11628,0.022,5.58139
1.11684,0.0221,5.58418
1.11739,0.0222,5.58697
1.11795,0.0223,5.58977
1.11851,0.0224,5.59256
1.11907,0.0225,5.59536
1.11963,0.0226,5.59816
1.12019,0.0227,5.60096
1.12075,0.0228,5.60376
1.12131,0.0229,5.60656
1.12187,0.023,5.60937
1.12243,0.0231,5.61217
1.123,0.0232,5.61498
1.12356,0.0233,5.61779
1.12412,0.0234,5.6206
1.12468,0.0235,5.62341
1.12524,0.0236,5.62622
1.12581,0.0237,5.62903
1.12637,0.0238,5.63185
1.12693,0.0239,5.63467
1.1275,0.024,5.63748
1.12806,0.0241,5.6403
1.12862,0.0242,5.64312
1.12919,0.0243,5.64595
1.12975,0.0244,5.64877
1.13032,0.0245,5.6516
1.13088,0.0246,5.65442
1.13145,0.0247,5.65725
1.13202,0.0248,5.66008
1.13258,0.0249,5.66291
1.13315,0.025,5.66574
1.13372,0.0251,5.66858
1.13428,0.0252,5.67141
1.13485,0.0253,5.67425
1.13542,0.0254,5.67708
1.13598,0.0255,5.67992
1.13655,0.0256,5.68276
1.13712,0.0257,5.68561
1.13769,0.0258,5.68845
1.13826,0.0259,5.69129
1.13883,0.026,5.69414
1.1394,0.0261,5.69699
1.13997,0.0262,5.69984
1.14054,0.0263,5.70269
1.14111,0.0264,5.70554
1.14168,0.0265,5.70839
1.14225,0.0266,5.71125
1.14282,0.0267,5.71411
1.14339,0.0268,5.71696
1.14396,0.0269,5.71982
1.14454,0.027,5.72268
1.14511,0.0271,5.72555
1.14568,0.0272,5.72841
1.14625,0.0273,5.73127
1.14683,0.0274,5.73414
1.1474,0.0275,5.73701
1.14798,0.0276,5.73988
1.14855,0.0277,5.74275
1.14912,0.0278,5.74562
1.1497,0.0279,5.74849
1.15027,0.028,5.75137
1.15085,0.0281,5.75424
1.15142,0.0282,5.75712
1.152,0.0283,5.76
1.15258,0.0284,5.76288
1.15315,0.0285,5.76576
1.15373,0.0286,5.76865
1.15431,0.0287,5.77153
1.15488,0.0288,5.77442
1.15546,0.0289,5.77731
1.15604,0.029,5.7802
1.15662,0.0291,5.78309
1.1572,0.0292,5.78598
1.15777,0.0293,5.78887
1.15835,0.0294,5.79177
1.15893,0.0295,5.79467
1.15951,0.0296,5.79756
1.16009,0.0297,5.80046
1.16067,0.0298,5.80336
1.16125,0.0299,5.80627
1.16183,0.03,5.80917
1.16242,0.0301,5.81208
1.163,0.0302,5.81498
1.16358,0.0303,5.81789
1.16416,0.0304,5.8208
1.16474,0.0305,5.82371
1.16532,0.0306,5.82662
1.16591,0.0307,5.82954
1.16649,0.0308,5.83245
1.16707,0.0309,5.83537
1.16766,0.031,5.83829
1.16824,0.0311,5.84121
1.16883,0.0312,5.84413
1.16941,0.0313,5.84705
1.17,0.0314,5.84998
1.17058,0.0315,5.8529
1.17117,0.0316,5.85583
1.17175,0.0317,5.85876
1.17234,0.0318,5.86169
1.17292,0.0319,5.86462
1.17351,0.032,5.86755
1.1741,0.0321,5.87049
1.17468,0.0322,5.87342
1.17527,0.0323,5.87636
1.17586,0.0324,5.8793
1.17645,0.0325,5.88224
1.17704,0.0326,5.88518
1.17763,0.0327,5.88813
1.17821,0.0328,5.89107
1.1788,0.0329,5.89402
1.17939,0.033,5.89697
1.17998,0.0331,5.89991
1.18057,0.0332,5.90286
1.18116,0.0333,5.90582
1.18175,0.0334,5.90877
1.18235,0.0335,5.91173
1.18294,0.0336,5.91468
1.18353,0.0337,5.91764
1.18412,0.0338,5.9206
1.18471,0.0339,5.92356
1.1853,0.034,5.92652
1.1859,0.0341,5.92949
1.18649,0.0342,5.93245
1.18708,0.0343,5.93542
1.18768,0.0344,5.93839
1.18827,0.0345,5.94136
1.18887,0.0346,5.94433
1.18946,0.0347,5.9473
1.19006,0.0348,5.95028
1.19065,0.0349,5.95325
1.19125,0.035,5.95623
1.19184,0.0351,5.95921
1.19244,0.0352,5.96219
1.19303,0.0353,5.96517
1.19363,0.0354,5.96815
1.19423,0.0355,5.97114
1.19483,0.0356,5.97413
1.19542,0.0357,5.97711
1.19602,0.0358,5.9801
1.19662,0.0359,5.98309
1.19722,0.036,5.98609
1.19782,0.0361,5.98908
1.19842,0.0362,5.99207
1.19901,0.0363,5.99507
1.19961,0.0364,5.99807
1.20021,0.0365,6.00107
1.20081,0.0366,6.00407
1.20141,0.0367,6.00707
1.20202,0.0368,6.01008
1.20262,0.0369001,6.01308
1.20322,0.0370001,6.01609
1.20382,0.0371001,6.0191
1.20442,0.0372001,6.02211
1.20502,0.0373001,6.02512
1.20563,0.0374001,6.02814
1.20623,0.0375001,6.03115
1.20683,0.0376001,6.03417
1.20744,0.0377001,6.03718
1.20804,0.0378001,6.0402
1.20864,0.0379001,6.04322
1.20925,0.0380001,6.04625
1.20985,0.0381001,6.04927
1.21046,0.0382001,6.0523
1.21106,0.0383001,6.05532
1.21167,0.0384001,6.05835
1.21228,0.0385001,6.06138
1.21288,0.0386001,6.06441
1.21349,0.0387001,6.06745
1.2141,0.0388001,6.07048
1.2147,0.0389001,6.07352
1.21531,0.0390001,6.07655
1.21592,0.0391001,6.07959
1.21653,0.0392001,6.08263
1.21714,0.0393001,6.08568
1.21774,0.0394001,6.08872
1.21835,0.0395001,6.09176
1.21896,0.0396001,6.09481
1.21957,0.0397001,6.09786
1.22018,0.0398001,6.10091
1.22079,0.0399001,6.10396
1.2214,0.0400001,6.10701
1.22201,0.0401001,6.11007
1.22262,0.0402001,6.11312
1.22324,0.0403001,6.11618
1.22385,0.0404001,6.11924
1.22446,0.0405001,6.1223
1.22507,0.0406001,6.12536
1.22569,0.0407001,6.12843
1.2263,0.0408001,6.13149
1.22691,0.0409001,6.13456
1.22752,0.0410001,6.13762
1.22814,0.0411001,6.14069
1.22875,0.0412001,6.14376
1.22937,0.0413001,6.14684
1.22998,0.0414001,6.14991
1.2306,0.0415001,6.15299
1.23121,0.0416001,6.15606
1.23183,0.0417001,6.15914
1.23244,0.0418001,6.16222
1.23306,0.0419001,6.16531
1.23368,0.0420001,6.16839
1.23429,0.0421001,6.17147
1.23491,0.0422001,6.17456
1.23553,0.0423001,6.17765
1.23615,0.0424001,6.18074
1.23677,0.0425001,6.18383
1.23738,0.0426001,6.18692
1.238,0.0427001,6.19002
1.23862,0.0428002,6.19311
1.23924,0.0429002,6.19621
1.23986,0.0430002,6.19931
1.24048,0.0431002,6.20241
1.2411,0.0432002,6.20551
1.24172,0.0433002,6.20861
1.24234,0.0434002,6.21172
1.24297,0.0435002,6.21483
1.24359,0.0436002,6.21793
1.24421,0.0437002,6.22104
1.24483,0.0438002,6.22415
1.24545,0.0439002,6.22727
1.24608,0.0440002,6.23038
1.2467,0.0441002,6.2335
1.24732,0.0442002,6.23662
1.24795,0.0443002,6.23973
1.24857,0.0444002,6.24286
1.2492,0.0445002,6.24598
1.24982,0.0446002,6.2491
1.25045,0.0447002,6.25223
1.25107,0.0448002,6.25535
1.2517,0.0449002,6.25848
1.25232,0.0450002,6.26161
1.25295,0.0451002,6.26474
1.25358,0.0452002,6.26788
1.2542,0.0453002,6.27101
1.25483,0.0454002,6.27415
1.25546,0.0455002,6.27729
1.25609,0.0456002,6.28043
1.25671,0.0457002,6.28357
1.25734,0.0458002,6.28671
1.25797,0.0459002,6.28985
1.2586,0.0460002,6.293
1.25923,0.0461002,6.29615
1.25986,0.0462002,6.29929
1.26049,0.0463002,6.30245
1.26112,0.0464002,6.3056
1.26175,0.0465002,6.30875
1.26238,0.0466002,6.31191
1.26301,0.0467002,6.31506
1.26364,0.0468002,6.31822
1.26428,0.0469002,6.32138
1.26491,0.0470002,6.32454
1.26554,0.0471002,6.32771
1.26617,0.0472002,6.33087
1.26681,0.0473002,6.33404
1.26744,0.0474002,6.3372
1.26807,0.0475002,6.34037
1.26871,0.0476002,6.34354
1.26934,0.0477002,6.34672
1.26998,0.0478002,6.34989
1.27061,0.0479002,6.35307
1.27125,0.0480002,6.35624
1.27188,0.0481002,6.35942
1.27252,0.0482002,6.3626
1.27316,0.0483002,6.36579
1.27379,0.0484002,6.36897
1.27443,0.0485002,6.37215
1.27507,0.0486002,6.37534
1.27571,0.0487003,6.37853
1.27634,0.0488003,6.38172
1.27698,0.0489003,6.38491
1.27762,0.0490003,6.3881
1.27826,0.0491003,6.3913
1.2789,0.0492003,6.3945
1.27954,0.0493003,6.39769
1.28018,0.0494003,6.40089
1.28082,0.0495003,6.40409
1.28146,0.0496003,6.4073
1.2821,0.0497003,6.4105
1.28274,0.0498003,6.41371
1.28338,0.0499003,6.41692
1.28402,0.0500003,6.42013
1.28467,0.0501003,6.42334
1.28531,0.0502003,6.42655
1.28595,0.0503003,6.42976
1.2866,0.0504003,6.43298
1.28724,0.0505003,6.4362
1.28788,0.0506003,6.43941
1.28853,0.0507003,6.44263
1.28917,0.0508003,6.44586
1.28982,0.0509003,6.44908
1.29046,0.0510003,6.45231
1.29111,0.0511003,6.45553
1.29175,0.0512003,6.45876
1.2924,0.0513003,6.46199
1.29304,0.0514003,6.46522
1.29369,0.0515003,6.46846
1.29434,0.0516003,6.47169
1.29499,0.0517003,6.47493
1.29563,0.0518003,6.47817
1.29628,0.0519003,6.48141
1.29693,0.0520003,6.48465
1.29758,0.0521003,6.48789
1.29823,0.0522003,6.49114
1.29888,0.0523003,6.49438
1.29953,0.0524003,6.49763
1.30018,0.0525003,6.50088
1.30083,0.0526003,6.50413
1.30148,0.0527003,6.50738
1.30213,0.0528003,6.51064
1.30278,0.0529003,6.5139
1.30343,0.0530003,6.51715
1.30408,0.0531003,6.52041
1.30473,0.0532003,6.52367
1.30539,0.0533003,6.52694
1.30604,0.0534003,6.5302
1.30669,0.0535003,6.53347
1.30735,0.0536003,6.53673
1.308,0.0537003,6.54
1.30865,0.0538003,6.54327
1.30931,0.0539003,6.54655
1.30996,0.0540003,6.54982
1.31062,0.0541003,6.5531
1.31127,0.0542003,6.55637
1.31193,0.0543003,6.55965
1.31259,0.0544003,6.56293
1.31324,0.0545003,6.56622
1.3139,0.0546004,6.5695
1.31456,0.0547004,6.57279
1.31521,0.0548004,6.57607
1.31587,0.0549004,6.57936
1.31653,0.0550004,6.58265
1.31719,0.0551004,6.58594
1.31785,0.0552004,6.58924
1.31851,0.0553004,6.59253
1.31917,0.0554004,6.59583
1.31983,0.0555004,6.59913
1.32049,0.0556004,6.60243
1.32115,0.0557004,6.60573
1.32181,0.0558004,6.60904
1.32247,0.0559004,6.61234
1.32313,0.0560004,6.61565
1.32379,0.0561004,6.61896
1.32445,0.0562004,6.62227
1.32512,0.0563004,6.62558
1.32578,0.0564004,6.62889
1.32644,0.0565004,6.63221
1.3271,0.0566004,6.63552
1.32777,0.0567004,6.63884
1.32843,0.0568004,6.64216
1.3291,0.0569004,6.64548
1.32976,0.0570004,6.64881
1.33043,0.0571004,6.65213
1.33109,0.0572004,6.65546
1.33176,0.0573004,6.65879
1.33242,0.0574004,6.66212
1.33309,0.0575004,6.66545
1.33376,0.0576004,6.66879
1.33442,0.0577004,6.67212
1.33509,0.0578004,6.67546
1.33576,0.0579004,6.6788
1.33643,0.0580004,6.68214
1.3371,0.0581004,6.68548
1.33776,0.0582004,6.68882
1.33843,0.0583004,6.69217
1.3391,0.0584004,6.69551
1.33977,0.0585004,6.69886
1.34044,0.0586004,6.70221
1.34111,0.0587004,6.70556
1.34178,0.0588004,6.70892
1.34245,0.0589004,6.71227
1.34313,0.0590004,6.71563
1.3438,0.0591004,6.71899
1.34447,0.0592004,6.72235
1.34514,0.0593004,6.72571
1.34582,0.0594004,6.72908
1.34649,0.0595004,6.73244
1.34716,0.0596004,6.73581
1.34784,0.0597004,6.73918
1.34851,0.0598004,6.74255
1.34918,0.0599004,6.74592
1.34986,0.0600004,6.74929
1.35053,0.0601004,6.75267
1.35121,0.0602004,6.75605
1.35188,0.0603004,6.75942
1.35256,0.0604004,6.7628
1.35324,0.0605005,6.76619
1.35391,0.0606005,6.76957
1.35459,0.0607005,6.77296
1.35527,0.0608005,6.77634
1.35595,0.0609005,6.77973
1.35662,0.0610005,6.78312
1.3573,0.0611005,6.78652
1.35798,0.0612005,6.78991
1.35866,0.0613005,6.79331
1.35934,0.0614005,6.7967
1.36002,0.0615005,6.8001
1.3607,0.0616005,6.8035
1.36138,0.0617005,6.80691
1.36206,0.0618005,6.81031
1.36274,0.0619005,6.81372
1.36342,0.0620005,6.81712
1.36411,0.0621005,6.82053
1.36479,0.0622005,6.82394
1.36547,0.0623005,6.82736
1.36615,0.0624005,6.83077
1.36684,0.0625005,6.83419
1.36752,0.0626005,6.83761
1.36821,0.0627005,6.84103
1.36889,0.0628005,6.84445
1.36957,0.0629005,6.84787
1.37026,0.0630005,6.85129
1.37094,0.0631005,6.85472
1.37163,0.0632005,6.85815
1.37232,0.0633005,6.86158
1.373,0.0634005,6.86501
1.37369,0.0635005,6.86844
1.37438,0.0636005,6.87188
1.37506,0.0637005,6.87532
1.37575,0.0638005,6.87875
1.37644,0.0639005,6.88219
1.37713,0.0640005,6.88564
1.37782,0.0641005,6.88908
1.37851,0.0642005,6.89253
1.37919,0.0643005,6.89597
1.37988,0.0644005,6.89942
1.38057,0.0645005,6.90287
1.38126,0.0646005,6.90632
1.38196,0.0647005,6.90978
1.38265,0.0648005,6.91323
1.38334,0.0649005,6.91669
1.38403,0.0650005,6.92015
1.38472,0.0651005,6.92361
1.38541,0.0652005,6.92707
1.38611,0.0653005,6.93054
1.3868,0.0654005,6.934
1.38749,0.0655005,6.93747
1.38819,0.0656005,6.94094
1.38888,0.0657005,6.94441
1.38958,0.0658005,6.94789
1.39027,0.0659005,6.95136
1.39097,0.0660005,6.95484
1.39166,0.0661005,6.95832
1.39236,0.0662005,6.9618
1.39306,0.0663005,6.96528
1.39375,0.0664006,6.96876
1.39445,0.0665006,6.97225
1.39515,0.0666006,6.97573
1.39584,0.0667006,6.97922
1.39654,0.0668006,6.98271
1.39724,0.0669006,6.98621
1.39794,0.0670006,6.9897
1.39864,0.0671006,6.9932
1.39934,0.0672006,6.99669
1.40004,0.0673006,7.00019
1.40074,0.0674006,7.00369
1.40144,0.0675006,7.0072
1.40214,0.0676006,7.0107
1.40284,0.0677006,7.01421
1.40354,0.0678006,7.01771
1.40424,0.0679006,7.02122
1.40495,0.0680006,7.02474
1.40565,0.0681006,7.02825
1.40635,0.0682006,7.03176
1.40706,0.0683006,7.03528
1.40776,0.0684006,7.0388
1.40846,0.0685006,7.04232
1.40917,0.0686006,7.04584
1.40987,0.0687006,7.04937
1.41058,0.0688006,7.05289
1.41128,0.0689006,7.05642
1.41199,0.0690006,7.05995
1.4127,0.0691006,7.06348
1.4134,0.0692006,7.06701
1.41411,0.0693006,7.07055
1.41482,0.0694006,7.07408
1.41552,0.0695006,7.07762
1.41623,0.0696006,7.08116
1.41694,0.0697006,7.0847
1.41765,0.0698006,7.08825
1.41836,0.0699006,7.09179
1.41907,0.0700006,7.09534
1.41978,0.0701006,7.09889
1.42049,0.0702006,7.10244
1.4212,0.0703006,7.10599
1.42191,0.0704006,7.10954
1.42262,0.0705006,7.1131
1.42333,0.0706006,7.11665
1.42404,0.0707006,7.12021
1.42475,0.0708006,7.12377
1.42547,0.0709006,7.12734
1.42618,0.0710006,7.1309
1.42689,0.0711006,7.13447
1.42761,0.0712006,7.13803
1.42832,0.0713006,7.1416
1.42904,0.0714006,7.14518
1.42975,0.0715006,7.14875
1.43046,0.0716006,7.15232
1.43118,0.0717006,7.1559
1.4319,0.0718006,7.15948
1.43261,0.0719006,7.16306
1.43333,0.0720006,7.16664
1.43405,0.0721006,7.17023
1.43476,0.0722006,7.17381
1.43548,0.0723007,7.1774
1.4362,0.0724007,7.18099
1.43692,0.0725007,7.18458
1.43763,0.0726007,7.18817
1.43835,0.0727007,7.19177
1.43907,0.0728007,7.19536
1.43979,0.0729007,7.19896
1.44051,0.0730007,7.20256
1.44123,0.0731007,7.20617
1.44195,0.0732007,7.20977
1.44267,0.0733007,7.21338
1.4434,0.0734007,7.21698
1.44412,0.0735007,7.22059
1.44484,0.0736007,7.2242
1.44556,0.0737007,7.22782
1.44629,0.0738007,7.23143
1.44701,0.0739007,7.23505
1.44773,0.0740007,7.23867
1.44846,0.0741007,7.24229
1.44918,0.0742007,7.24591
1.44991,0.0743007,7.24953
1.45063,0.0744007,7.25316
1.45136,0.0745007,7.25679
1.45208,0.0746007,7.26042
1.45281,0.0747007,7.26405
1.45354,0.0748007,7.26768
1.45426,0.0749007,7.27132
1.45499,0.0750007,7.27495
1.45572,0.0751007,7.27859
1.45645,0.0752007,7.28223
1.45717,0.0753007,7.28587
1.4579,0.0754007,7.28952
1.45863,0.0755007,7.29316
1.45936,0.0756007,7.29681
1.46009,0.0757007,7.30046
1.46082,0.0758007,7.30411
1.46155,0.0759007,7.30776
1.46228,0.0760007,7.31142
1.46301,0.0761007,7.31507
1.46375,0.0762007,7.31873
1.46448,0.0763007,7.32239
1.46521,0.0764007,7.32606
1.46594,0.0765007,7.32972
1.46668,0.0766007,7.33338
1.46741,0.0767007,7.33705
1.46814,0.0768007,7.34072
1.46888,0.0769007,7.34439
1.46961,0.0770007,7.34807
1.47035,0.0771007,7.35174
1.47108,0.0772007,7.35542
1.47182,0.0773007,7.3591
1.47256,0.0774007,7.36278
1.47329,0.0775007,7.36646
1.47403,0.0776007,7.37014
1.47477,0.0777007,7.37383
1.4755,0.0778007,7.37752
1.47624,0.0779007,7.38121
1.47698,0.0780007,7.3849
1.47772,0.0781007,7.38859
1.47846,0.0782008,7.39229
1.4792,0.0783008,7.39598
1.47994,0.0784008,7.39968
1.48068,0.0785008,7.40338
1.48142,0.0786008,7.40709
1.48216,0.0787008,7.41079
1.4829,0.0788008,7.4145
1.48364,0.0789008,7.41821
1.48438,0.0790008,7.42192
1.48513,0.0791008,7.42563
1.48587,0.0792008,7.42934
1.48661,0.0793008,7.43306
1.48735,0.0794008,7.43677
1.4881,0.0795008,7.44049
1.48884,0.0796008,7.44421
1.48959,0.0797008,7.44794
1.49033,0.0798008,7.45166
1.49108,0.0799008,7.45539
1.49182,0.0800008,7.45912
1.49257,0.0801008,7.46285
1.49332,0.0802008,7.46658
1.49406,0.0803008,7.47031
1.49481,0.0804008,7.47405
1.49556,0.0805008,7.47779
1.49631,0.0806008,7.48153
1.49705,0.0807008,7.48527
1.4978,0.0808008,7.48901
1.49855,0.0809008,7.49276
1.4993,0.0810008,7.49651
1.50005,0.0811008,7.50026
1.5008,0.0812008,7.50401
1.50155,0.0813008,7.50776
1.5023,0.0814008,7.51152
1.50305,0.0815008,7.51527
1.50381,0.0816008,7.51903
1.50456,0.0817008,7.52279
1.50531,0.0818008,7.52655
1.50606,0.0819008,7.53032
1.50682,0.0820008,7.53408
1.50757,0.0821008,7.53785
1.50832,0.0822008,7.54162
1.50908,0.0823008,7.54539
1.50983,0.0824008,7.54917
1.51059,0.0825008,7.55294
1.51134,0.0826008,7.55672
1.5121,0.0827008,7.5605
1.51286,0.0828008,7.56428
1.51361,0.0829008,7.56806
1.51437,0.0830008,7.57185
1.51513,0.0831008,7.57563
1.51588,0.0832008,7.57942
1.51664,0.0833008,7.58321
1.5174,0.0834008,7.58701
1.51816,0.0835008,7.5908
1.51892,0.0836008,7.5946
1.51968,0.0837008,7.5984
1.52044,0.0838008,7.6022
1.5212,0.0839008,7.606
1.52196,0.0840008,7.6098
1.52272,0.0841008,7.61361
1.52348,0.0842009,7.61742
1.52425,0.0843009,7.62123
1.52501,0.0844009,7.62504
1.52577,0.0845009,7.62885
1.52653,0.0846009,7.63267
1.5273,0.0847009,7.63648
1.52806,0.0848009,7.6403
1.52882,0.0849009,7.64412
1.52959,0.0850009,7.64795
1.53035,0.0851009,7.65177
1.53112,0.0852009,7.6556
1.53189,0.0853009,7.65943
1.53265,0.0854009,7.66326
1.53342,0.0855009,7.66709
1.53418,0.0856009,7.67092
1.53495,0.0857009,7.67476
1.53572,0.0858009,7.6786
1.53649,0.0859009,7.68244
1.53726,0.0860009,7.68628
1.53803,0.0861009,7.69013
1.53879,0.0862009,7.69397
1.53956,0.0863009,7.69782
1.54033,0.0864009,7.70167
1.5411,0.0865009,7.70552
1.54188,0.0866009,7.70937
1.54265,0.0867009,7.71323
1.54342,0.0868009,7.71709
1.54419,0.0869009,7.72095
1.54496,0.0870009,7.72481
1.54573,0.0871009,7.72867
1.54651,0.0872009,7.73254
1.54728,0.0873009,7.73641
1.54805,0.0874009,7.74027
1.54883,0.0875009,7.74415
1.5496,0.0876009,7.74802
1.55038,0.0877009,7.75189
1.55115,0.0878009,7.75577
1.55193,0.0879009,7.75965
1.55271,0.0880009,7.76353
1.55348,0.0881009,7.76741
1.55426,0.0882009,7.7713
1.55504,0.0883009,7.77518
1.55581,0.0884009,7.77907
1.55659,0.0885009,7.78296
1.55737,0.0886009,7.78686
1.55815,0.0887009,7.79075
1.55893,0.0888009,7.79465
1.55971,0.0889009,7.79854
1.56049,0.0890009,7.80244
1.56127,0.0891009,7.80635
1.56205,0.0892009,7.81025
1.56283,0.0893009,7.81416
1.56361,0.0894009,7.81807
1.5644,0.0895009,7.82198
1.56518,0.0896009,7.82589
1.56596,0.0897009,7.8298
1.56674,0.0898009,7.83372
